"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2020-5831-19/09/2025","02",0,"SA","Motor Cars - Sedan","2008","South",,,,,,"Unknown","Parked","000",,,
"2020-5832-19/09/2025","01",0,"NT","BDOUBLE - ROAD TRAIN","2008","South East","Male","028","SA","MC","Full",,"Left Turn","001","5461","Y",
"2020-5833-19/09/2025","01",1,"VIC","Motor Vehicle - Type Unknown","XXXX","North West","Male","027","SA","XX","Unlicenced","Not Towing","Swerving","002","5341","Y",
"2020-5834-19/09/2025","01",0,"SA","Other Defined Special Vehicle","2017","South","Male","052","SA","HR","Full","Not Towing","Left Turn","002","5109",,
"2020-5834-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5835-19/09/2025","01",0,"SA","Station Wagon","2015","North","Male","030","SA","C","Full","Not Towing","Straight Ahead","001","5097",,
"2020-5835-19/09/2025","02",0,"SA","Motor Cars - Sedan","2013","North","Female","051","SA","C","Full","Not Towing","Stopped on Carriageway","001","5086",,
"2020-5835-19/09/2025","03",0,"SA","Motor Cars - Sedan","2017","North","Male","058","SA","C","Full","Not Towing","Stopped on Carriageway","002","5125",,
"2020-5836-19/09/2025","01",0,"SA","Motor Cars - Sedan","2000","South West","Male","058","SA","C","Full","Not Towing","Straight Ahead","004","5114",,
"2020-5836-19/09/2025","02",1,"SA","Motor Cars - Sedan","2002","South West","Female","065","SA","C","Full","Not Towing","Stopped on Carriageway","002","5352",,
"2020-5837-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","South West","Male","052","SA","C","Full","Not Towing","Leaving Private Driveway","001","5116",,
"2020-5837-19/09/2025","02",0,"SA","Motor Cars - Sedan","2011","South East","Male","059","SA","CR","Full","Not Towing","Straight Ahead","001","5501",,
"2020-5838-19/09/2025","01",1,"SA","Motor Cars - Sedan","2001","South East","Female","020","SA","C","Provisional 2","Not Towing","Right Turn","001","5159",,
"2020-5838-19/09/2025","02",0,"SA","Motor Cars - Sedan","2019","North East","Female","083","SA","C","Full","Not Towing","Right Turn","001","5159",,
"2020-5839-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","North West",,,,,,"Not Towing","Parked","000",,,
"2020-5839-19/09/2025","02",0,"SA","Motor Cars - Sedan","2011","North West","Female","074","SA","C","Full","Not Towing","Straight Ahead","001","5093",,
"2020-5840-19/09/2025","01",1,"SA","Motor Cars - Sedan","2006","West","Female","024","SA","C","Full","Not Towing","Stopped on Carriageway","002","5032",,
"2020-5840-19/09/2025","02",0,"SA","Utility","2002","West","Male","024","SA","C","Full","Not Towing","Straight Ahead","001","5031",,
"2020-5841-19/09/2025","01",0,"SA","Station Wagon","2010","South","Male","040","SA","C","Full","Not Towing","Straight Ahead","001","5047",,
"2020-5841-19/09/2025","02",0,"SA","Motor Cars - Sedan","2013","West","Male","091","SA","C","Full","Not Towing","Left Turn","001","5012",,
"2020-5842-19/09/2025","01",0,"SA","Motor Cars - Sedan","2007","South","Female","078","SA","C","Full","Not Towing","Right Turn","001","5152",,
"2020-5842-19/09/2025","02",0,"SA","OMNIBUS","1997","North","Male","049","SA","HR","Unlicenced","Not Towing","Straight Ahead","006","5086",,
"2020-5843-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","South","Male","021","SA","C","Full","Not Towing","Right Turn","001","5109",,
"2020-5843-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5844-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","North West","Female","046","SA","C","Full","Not Towing","Leaving Private Driveway","001","5154",,
"2020-5844-19/09/2025","02",0,"SA","Motor Cycle","1999","South West","Male","057","SA","CR","Full","Not Towing","Straight Ahead","001","5044",,
"2020-5845-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","North","Male","023","SA","C","Full","Not Towing","Straight Ahead","001","5345",,
"2020-5845-19/09/2025","02",0,"SA","Motor Cars - Sedan","2019","West","Female","037","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5345",,
"2020-5846-19/09/2025","01",0,"SA","Panel Van","2019","North West","Male","040","SA","C","Full","Not Towing","Right Turn","002","5085",,
"2020-5846-19/09/2025","02",0,"UNKNOWN","SEMI TRAILER","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Right Turn","001","XXXX",,
"2020-5847-19/09/2025","01",0,"SA","Station Wagon","2018","South","Female","032","SA","C","Full","Not Towing","Straight Ahead","005","5042",,
"2020-5847-19/09/2025","02",0,"SA","Station Wagon","2012","West","Male","069","SA","C","Full","Not Towing","Left Turn","001","5032",,
"2020-5848-19/09/2025","01",0,"SA","Station Wagon","2003","South West","Male","016","SA","C","Learners","Not Towing","Straight Ahead","002","5114",,
"2020-5848-19/09/2025","02",0,"SA","Motor Cycle","2000","South West","Male","031","SA","CRD","Unlicenced","Not Towing","Straight Ahead","001","5113","Y",
"2020-5849-19/09/2025","01",0,"SA","Motor Cars - Sedan","2004","North West","Female","025","SA","C","Provisional 2","Not Towing","Stopped on Carriageway","001","5021",,
"2020-5849-19/09/2025","02",0,"SA","Motor Cars - Sedan","2012","North West","Male","026","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5037",,
"2020-5850-19/09/2025","01",0,"SA","Station Wagon","2013","North","Male","027","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5112",,
"2020-5850-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","North","Male","025","SA","C","Full","Not Towing","Straight Ahead","001","5012",,
"2020-5850-19/09/2025","03",0,"SA","Panel Van","2016","North","Male","051","SA","C","Full","Not Towing","Stopped on Carriageway","001","5015",,
"2020-5851-19/09/2025","01",0,"SA","Motor Cars - Sedan","2004","North West","Male","033","SA","C","Full","Not Towing","Straight Ahead","001","5015",,
"2020-5851-19/09/2025","02",0,"SA","Station Wagon","2011","North East","Female","024","SA","C","Full","Not Towing","Straight Ahead","003","5110",,
"2020-5852-19/09/2025","01",0,"SA","Utility","2005","North East","Male","020","SA","C","Provisional 2","Not Towing","U Turn","001","5250","Y",
"2020-5852-19/09/2025","02",0,"SA","Motor Cars - Sedan","2012","North East","Female","025","SA","C","Full","Not Towing","Straight Ahead","002","5006",,
"2020-5853-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","South","Female","044","SA","C","Full","Not Towing","Straight Ahead","003","5159",,
"2020-5853-19/09/2025","02",0,,"Guard Rail",,,,,,,,,,,,,
"2020-5854-19/09/2025","01",1,"SA","Motor Cycle","2003","South East","Male","031","SA","CR","Full","Not Towing","Straight Ahead","001","5089",,
"2020-5854-19/09/2025","02",0,"SA","Motor Cars - Sedan","2009","South East","Male","023","SA","XX","Unlicenced","Not Towing","Unparking -Angle","002","5108",,
"2020-5855-19/09/2025","01",0,"SA","Station Wagon","2003","East","Female","025","SA","C","Full","Not Towing","Straight Ahead","001","5690","Y",
"2020-5856-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","North East","Male","022","SA","C","Full","Not Towing","Straight Ahead","001","5097",,
"2020-5856-19/09/2025","02",0,"SA","Motor Cars - Sedan","2010","North East","Male","042","SA","C","Full","Not Towing","Straight Ahead","001","5074",,
"2020-5856-19/09/2025","03",0,"SA","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2020-5857-19/09/2025","01",2,"SA","Motor Cars - Sedan","2001","South East","Female","027","SA","C","Full","Not Towing","Right Turn","002","5165",,
"2020-5857-19/09/2025","02",1,"SA","Station Wagon","2013","North West","Male","025","SA","HR","Full","Not Towing","Left Turn","001","5169",,
"2020-5858-19/09/2025","01",0,,"Pedal Cycle",,"North","Female","021",,,,,"Straight Ahead","001","5083",,
"2020-5858-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","North","Female","065","SA","C","Full","Not Towing","Parked","001","5064",,
"2020-5859-19/09/2025","01",1,,"Powered Scooter (E-Scooter)",,"West","Male","037",,,,,"Straight Ahead","001","5038","Y",
"2020-5860-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","West","Male","021","SA","C","Provisional 1 ","Not Towing","Right Turn","001","5092",,
"2020-5860-19/09/2025","02",0,"SA","Station Wagon","2019","East","Female","033","SA","C","Full","Not Towing","Straight Ahead","001","5089",,
"2020-5861-19/09/2025","01",0,"SA","Station Wagon","2019","West","Female","059","SA","C","Full","Not Towing","Right Turn","001","5108",,
"2020-5861-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","East","Male","072","SA","C","Full","Not Towing","Straight Ahead","002","5083",,
"2020-5862-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North West","Female","021","SA","C","Full","Not Towing","Straight Ahead","001","5074",,
"2020-5862-19/09/2025","02",0,"SA","Motor Cars - Sedan","2001","North West","Male","029","SA","C","Full","Not Towing","U Turn","001","5169",,
"2020-5863-19/09/2025","01",1,"SA","Utility","2011","South","Male","028","SA","C","Full","Not Towing","Straight Ahead","002","5162",,
"2020-5863-19/09/2025","02",1,"SA","Motor Cars - Sedan","2013","North","Female","061","SA","C","Full","Not Towing","Straight Ahead","001","5169",,
"2020-5864-19/09/2025","01",1,"SA","Station Wagon","1997","North East","Female","018","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5112",,
"2020-5864-19/09/2025","02",0,"SA","Motor Cars - Sedan","2010","South East","Male","060","SA","C","Full","Not Towing","Straight Ahead","001","5000",,
"2020-5865-19/09/2025","01",0,"SA","Motor Cars - Sedan","1994","North West","Male","025","SA","HR","Full","Not Towing","Left Turn","001","5008",,
"2020-5865-19/09/2025","02",0,"SA","Utility","2005","North East","Male","021","SA","CR","Provisional 2","Not Towing","Straight Ahead","001","5070",,
"2020-5866-19/09/2025","01",0,"SA","Motor Cars - Sedan","1986","South West","Male","089","SA","C","Full","Not Towing","Straight Ahead","001","5345",,
"2020-5866-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","North West","Female","065","QLD","C","Full","Not Towing","Straight Ahead","002","4178",,
"2020-5867-19/09/2025","01",0,"SA","Station Wagon","1999","East","Male","032","SA","C","Full","Not Towing","Right Turn","001","5024",,
"2020-5867-19/09/2025","02",0,"SA","Station Wagon","2018","West","Male","058","SA","MRR","Full","Not Towing","Straight Ahead","001","5032",,
"2020-5868-19/09/2025","01",0,"SA","Motor Cars - Sedan","2008","North","Male","017","SA","C","Provisional 1 ","Not Towing","Right Turn","001","5009",,
"2020-5868-19/09/2025","02",0,"SA","Utility","2016","West","Male","056","SA","C","Full","Not Towing","Straight Ahead","001","5169",,
"2020-5869-19/09/2025","01",0,"SA","Station Wagon","2019","North East","Male","076","SA","C","Full","Not Towing","Stopped on Carriageway","004","5051",,
"2020-5869-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","South West","Male","054","SA","MRR","Full","Not Towing","Straight Ahead","001","5255",,
"2020-5870-19/09/2025","01",0,"SA","Utility","2003","South West","Female","031","SA","C","Full","Not Towing","Straight Ahead","001","5092",,
"2020-5870-19/09/2025","02",0,"SA","Station Wagon","2013","South West","Male","036","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5092",,
"2020-5870-19/09/2025","03",0,"SA","Panel Van","2003","South West","Male","067","SA","CR","Full","Not Towing","Stopped on Carriageway","002","5109",,
"2020-5870-19/09/2025","04",0,"SA","Motor Cars - Sedan","2017","South West","Male","039","SA","C","Full","Not Towing","Stopped on Carriageway","002","5098",,
"2020-5871-19/09/2025","01",1,"SA","Station Wagon","2016","West","Male","051","SA","C","Full","Not Towing","Stopped on Carriageway","001","5041",,
"2020-5871-19/09/2025","02",0,"SA","Motor Cars - Sedan","2006","South","Female","030","SA","C","Full","Not Towing","Left Turn","002","5041",,
"2020-5872-19/09/2025","01",0,"SA","Motor Cars - Sedan","2015","East","Female","045","SA","C","Full","Not Towing","Straight Ahead","001","5008",,
"2020-5872-19/09/2025","02",0,"SA","Panel Van","2016","North","Male","065","SA","HRR","Full","Not Towing","Right Turn","001","5081",,
"2020-5873-19/09/2025","01",0,"SA","Motor Cars - Sedan","2008","South","Female","031","SA","C","Full","Not Towing","U Turn","001","5070",,
"2020-5873-19/09/2025","02",0,"SA","Motor Cars - Sedan","2012","North",,,,,,"Not Towing","Parked","000",,,
"2020-5873-19/09/2025","03",1,"SA","Station Wagon","2009","North","Male","034","SA","C","Full","Not Towing","Parked","001","5089",,
"2020-5874-19/09/2025","01",0,"SA","Motor Cars - Sedan","2011","North","Female","036","SA","C","Full","Not Towing","Left Turn","001","5046",,
"2020-5874-19/09/2025","02",0,"SA","Utility","2008","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2020-5875-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","West","Male","020","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5095",,
"2020-5875-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5876-19/09/2025","01",1,"SA","Motor Cars - Sedan","2013","East","Female","055","SA","C","Full","Not Towing","Stopped on Carriageway","001","5116",,
"2020-5876-19/09/2025","02",0,"SA","Station Wagon","2005","East","Male","023","SA","C","Full","Not Towing","Left Turn","001","5118",,
"2020-5877-19/09/2025","01",0,"SA","Station Wagon","2018","South","Male","082","SA","HR","Full","Not Towing","Straight Ahead","002","5116",,
"2020-5877-19/09/2025","02",0,"SA","OMNIBUS","2006","South","Male","063","SA","HRR","Full","Not Towing","Stopped on Carriageway","035","5114",,
"2020-5878-19/09/2025","01",0,"SA","Station Wagon","2015","West","Male","021","SA","C","Full","Not Towing","Straight Ahead","001","5162",,
"2020-5879-19/09/2025","01",1,"SA","Motor Cycle","2014","South West","Male","079","SA","CR","Full","Not Towing","Straight Ahead","001","5158",,
"2020-5879-19/09/2025","02",0,,"Guard Rail",,,,,,,,,,,,,
"2020-5880-19/09/2025","01",1,"SA","Station Wagon","2007","North West","Female","031","SA","MRR","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2020-5880-19/09/2025","02",0,"SA","Panel Van","2017","North West","Male","018","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5501",,
"2020-5881-19/09/2025","01",2,"SA","Motor Cars - Sedan","2000","North East","Male","024","SA","C","Full","Not Towing","Straight Ahead","002","5074",,
"2020-5881-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2020-5882-19/09/2025","01",0,"SA","Station Wagon","2006","North East","Male","071","SA","C","Full","Trailer","Right Turn","001","5174",,
"2020-5882-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","South West","Male","073","SA","C","Full","Not Towing","Straight Ahead","004","5013",,
"2020-5883-19/09/2025","01",0,"SA","Utility","2005","West","Male","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5202",,
"2020-5883-19/09/2025","02",0,,"Pedestrian on Road",,"North","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2020-5884-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","South","Male","019","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5413",,
"2020-5884-19/09/2025","02",0,"SA","Panel Van","2010","South","Male","060","SA","CR","Full","Not Towing","Stopped on Carriageway","001","5033",,
"2020-5884-19/09/2025","03",0,"SA","Panel Van","2006","South","Male","024","SA","C","Full","Not Towing","Stopped on Carriageway","001","5043",,
"2020-5884-19/09/2025","04",0,"SA","Station Wagon","2000","South","Female","019","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5245",,
"2020-5884-19/09/2025","05",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2020-5885-19/09/2025","01",1,"SA","Motor Cars - Sedan","2014","North","Male","043","SA","C","Full","Not Towing","Entering Private Driveway","001","5090",,
"2020-5885-19/09/2025","02",0,"SA","Station Wagon","2016","South","Male","062","SA","HC","Full","Not Towing","Straight Ahead","001","5710",,
"2020-5886-19/09/2025","01",0,"SA","Station Wagon","2015","East","Female","019","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5076",,
"2020-5886-19/09/2025","02",0,"SA","Station Wagon","2019","East","Female","040","SA","C","Full","Not Towing","Stopped on Carriageway","001","5086",,
"2020-5887-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","1996","North","Male","062","SA","HCR","Full","Trailer","Straight Ahead","001","5723",,
"2020-5887-19/09/2025","02",1,"SA","Panel Van","2019","South","Male","058","SA","HR","Full","Not Towing","Straight Ahead","001","5031",,
"2020-5887-19/09/2025","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2020-5888-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","North","Female","056","SA","C","Full","Not Towing","Straight Ahead","001","5085",,
"2020-5888-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","North","Male","022","SA","MC","Full","Not Towing","Entering Private Driveway","001","5008",,
"2020-5889-19/09/2025","01",0,"SA","Station Wagon","2020","North","Female","027","SA","C","Full","Not Towing","Right Turn","001","5501",,
"2020-5889-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","North","Male","028","SA","C","Full","Not Towing","Right Turn","001","5108",,
"2020-5890-19/09/2025","01",0,"WA","RIGID TRUCK LGE GE 4.5T","2017","South East","Male","063","SA","HC","Full","Trailer","Left Turn","001","5085",,
"2020-5890-19/09/2025","02",0,"SA","Motor Cars - Sedan","2006","South East","Male","072","SA","C","Full","Not Towing","Overtaking - on Left","002","5013",,
