road_no,tesecn_start_rrd,tesecn_end_rrd,tesecn_id,tesecn_volume,traffic_score,crashes_30m,has_crash_near_segment,fatal_serious_30m,child_30m,ped_30m,severity_weighted_30m,high_risk,cv_percent,rlcwy_code,rlcwy_code_binary
8664,1.66,2.19,3288427.0,2200,2200.0,1,True,0,0,0,1,0,14.0,U,0
4141,2.49,6.43,13640037.0,6700,4100.0,4,True,1,1,1,24,0,3.5,U,0
5300,6.81,7.71,11264355.0,25200,27300.0,7,True,1,0,0,17,0,17.5,L,1
5800,0.97,1.49,3713466.0,3700,7300.0,4,True,0,0,1,9,0,43.0,L,1
7149,31.7,32.09,3288118.0,4200,4400.0,5,True,1,0,2,25,0,16.0,L,1
4763,0.2,1.36,3287050.0,28200,19300.0,75,True,1,2,0,95,1,5.5,L,1
5218,18.99,20.17,3287255.0,6000,3500.0,20,True,0,1,2,35,0,3.0,U,0
6580,4.58,5.06,3287953.0,35200,21200.0,58,True,0,0,1,63,0,3.5,L,1
5815,0.34,0.83,3287491.0,8000,4700.0,34,True,1,0,7,79,1,3.0,L,1
4600,0.0,1.41,3286921.0,10700,6100.0,35,True,0,0,1,40,0,2.5,U,0
4880,32.91,36.13,3287091.0,2300,2200.0,7,True,0,0,0,7,0,14.0,U,0
22021,0.55,1.24,7241466.0,1900,2100.0,8,True,0,0,0,8,0,18.0,U,0
4372,0.0,5.96,3286666.0,900,900.0,5,True,0,0,0,5,0,14.5,U,0
5221,7.35,8.13,4427926.0,33800,19000.0,105,True,8,4,7,240,1,2.0,L,1
5818,0.22,1.3,3714165.0,13500,8400.0,14,True,0,1,2,29,0,3.5,U,0
4603,0.0,2.52,4695809.0,16700,9400.0,40,True,1,1,1,60,0,2.5,U,0
4882,4.04,41.39,6387886.0,180,180.0,3,True,1,1,0,18,0,15.0,U,0
17090,0.0,57.92,12458886.0,21,29.0,1,True,0,0,0,1,0,24.0,U,0
4249,0.0,20.49,3286650.0,850,750.0,5,True,1,2,0,25,0,13.0,U,0
4621,3.69,4.86,5088196.0,3400,2700.0,3,True,0,1,1,13,0,9.0,U,0
4884,0.0,0.43,7344491.0,800,800.0,1,True,0,0,1,6,0,15.0,U,0
22010,0.0,76.44,6401517.0,90,110.0,5,True,2,1,0,30,0,20.0,U,0
4600,1.94,2.43,6080103.0,15900,9300.0,10,True,0,0,0,10,0,3.0,U,0
6188,0.0,0.42,11240127.0,13900,8300.0,27,True,0,0,4,47,0,3.0,U,0
19072,16.95,27.75,12878061.0,6,3.0,0,False,0,0,0,0,0,,U,0
6182,1.12,1.67,11240739.0,16400,9000.0,55,True,3,0,7,120,1,2.0,U,0
20009,63.15,143.33,13638590.0,4,4.0,1,True,0,0,0,1,0,25.0,U,0
6185,6.75,7.11,3287760.0,26800,15700.0,34,True,0,0,2,44,0,3.0,L,1
8640,12.83,14.95,3288401.0,550,700.0,0,False,0,0,0,0,0,22.0,U,0
53306,0.0,0.28,13001646.0,7800,8300.0,11,True,0,0,0,11,0,16.5,U,0
7200,244.99,245.79,6109219.0,5900,7600.0,4,True,0,0,0,4,0,23.0,L,1
4532,0.0,0.07,4754869.0,7100,5400.0,9,True,0,1,3,29,0,7.5,U,0
6204,0.47,0.85,12313286.0,14600,14700.0,28,True,1,0,2,48,0,15.0,U,0
6205,1.45,1.63,12313302.0,12600,12000.0,3,True,0,0,0,3,0,13.5,U,0
7398,2.87,34.3,3288234.0,480,750.0,2,True,0,0,0,2,0,31.5,U,0
4515,3.51,5.33,3286870.0,3400,2300.0,5,True,0,0,0,5,0,5.5,U,0
4403,0.0,0.17,3286713.0,380,320.0,0,False,0,0,0,0,0,10.5,U,0
6203,14.99,15.65,6382711.0,43000,36100.0,60,True,3,0,7,125,1,10.0,L,1
6303,5.82,6.04,3287884.0,9300,6000.0,7,True,0,0,2,17,0,4.5,L,1
3849,0.0,1.14,3286501.0,480,550.0,0,False,0,0,0,0,0,21.0,U,0
7263,9.24,27.59,11940230.0,1100,900.0,9,True,3,1,3,59,0,10.0,U,0
4515,19.62,20.2,12899937.0,6700,4500.0,6,True,0,0,1,11,0,5.5,U,0
4394,0.0,0.33,3286700.0,5600,5300.0,13,True,1,0,0,23,0,13.5,U,0
6223,0.0,0.26,3287870.0,3000,2600.0,39,True,2,0,6,89,1,10.5,U,0
5417,0.26,1.41,4398986.0,14600,17300.0,12,True,1,0,1,27,0,20.5,U,0
7200,241.01,241.42,7690263.0,11100,13700.0,4,True,0,0,0,4,0,22.5,L,1
8400,214.28,252.6,3288352.0,550,700.0,6,True,2,1,0,31,0,22.0,U,0
4003,36.79,37.0,3286533.0,1700,1300.0,0,False,0,0,0,0,0,8.0,U,0
4760,45.6,47.66,6236087.0,7200,6300.0,21,True,1,0,0,31,0,11.0,U,0
6149,0.54,0.76,12466727.0,5100,3000.0,28,True,1,0,4,58,0,3.0,U,0
4533,0.0,0.41,3286902.0,2200,1800.0,12,True,0,0,0,12,0,10.0,U,0
8400,301.31,302.02,3288357.0,4800,3900.0,6,True,3,0,3,51,0,9.5,U,0
2600,315.98,316.19,3286274.0,12400,8000.0,9,True,0,1,1,19,0,5.0,U,0
3873,84.88,85.63,7215964.0,800,1000.0,1,True,0,0,0,1,0,22.5,U,0
4126,0.08,1.27,3286603.0,3100,3100.0,2,True,0,0,0,2,0,14.5,U,0
8400,304.17,307.56,7301342.0,2800,2800.0,4,True,1,0,0,14,0,15.0,U,0
5600,2.03,2.67,7673395.0,8100,4600.0,34,True,1,0,3,59,0,2.5,U,0
2600,53.89,54.32,3286260.0,1200,1400.0,1,True,0,0,0,1,0,20.0,L,1
3867,0.0,11.6,3286514.0,700,700.0,1,True,0,0,0,1,0,15.5,U,0
4760,11.37,11.74,6409774.0,11000,9500.0,0,False,0,0,0,0,0,11.0,U,0
8400,354.92,358.46,3288378.0,3400,4100.0,7,True,0,2,0,17,0,21.0,L,1
3335,0.0,0.93,3286367.0,800,800.0,2,True,0,0,0,2,0,15.0,U,0
4423,0.0,3.24,7911384.0,2500,2300.0,3,True,1,0,1,18,0,13.0,U,0
3873,53.95,84.31,3286527.0,330,380.0,8,True,2,0,0,28,0,19.5,U,0
4123,21.26,23.03,3286600.0,400,340.0,5,True,0,0,0,5,0,11.0,U,0
83215,0.0,4.26,3288539.0,180,210.0,2,True,1,0,0,12,0,19.0,U,0
8000,44.46,62.43,3288296.0,1400,2200.0,2,True,0,0,0,2,0,32.0,U,0
3400,300.85,306.9,3286376.0,1500,2000.0,4,True,0,0,0,4,0,24.5,U,0
4405,0.0,0.12,3286716.0,18900,11000.0,12,True,0,0,1,17,0,2.5,U,0
80001,0.0,1.5,13128142.0,1900,2200.0,5,True,2,0,2,35,0,20.5,U,0
5409,6.52,7.14,4428046.0,15800,9600.0,28,True,1,0,3,53,0,3.5,U,0
3160,72.42,72.76,3286318.0,1450,1550.0,0,False,0,0,0,0,0,17.0,L,1
4483,6.58,7.93,3286739.0,5200,4900.0,7,True,0,0,0,7,0,13.5,U,0
17120,20.55,31.51,12687446.0,55,85.0,0,False,0,0,0,0,0,31.0,U,0
6723,0.76,1.7,3288054.0,22700,18700.0,76,True,4,2,2,136,1,9.5,L,1
44830,0.75,5.49,13506545.0,1000,850.0,4,True,0,0,1,9,0,10.0,U,0
5405,3.45,4.22,3287307.0,37800,21200.0,70,True,1,5,1,110,1,2.0,L,1
3160,163.65,169.39,12188030.0,1100,1200.0,2,True,0,0,0,2,0,18.0,U,0
6185,1.63,2.19,3287744.0,52100,30700.0,108,True,2,0,10,178,1,3.0,L,1
44809,0.0,0.87,3288511.0,3600,2500.0,12,True,2,0,0,32,0,6.0,U,0
6200,0.0,0.83,3287767.0,18800,13500.0,61,True,2,0,1,86,1,6.5,L,1
5612,0.0,1.45,3713916.0,22200,14700.0,107,True,1,3,4,152,1,5.0,L,1
5036,4.4,7.65,4696361.0,3000,1700.0,25,True,2,2,1,60,0,2.0,U,0
47636,0.0,0.82,13531366.0,1100,1000.0,12,True,0,0,0,12,0,12.5,U,0
6194,0.63,1.07,4215331.0,13400,7800.0,36,True,2,0,7,91,1,3.0,U,0
5630,4.25,4.4,11241639.0,13400,7800.0,32,True,2,0,4,72,1,2.5,U,0
5021,3.83,4.24,11251184.0,3900,3300.0,4,True,0,0,0,4,0,10.5,U,0
53241,0.0,0.57,11267191.0,500,700.0,3,True,0,0,0,3,0,28.0,U,0
5621,0.74,1.05,11235455.0,7700,4100.0,8,True,1,0,1,23,0,1.5,U,0
5063,0.0,0.61,3287157.0,21700,25000.0,72,True,3,2,1,117,1,19.5,U,0
44803,0.0,4.6,4714973.0,1600,1700.0,8,True,1,0,1,23,0,15.5,U,0
12009,0.0,26.52,6234658.0,100,160.0,0,False,0,0,0,0,0,33.0,U,0
5842,0.0,1.52,3287558.0,6500,3700.0,47,True,4,1,5,117,1,2.5,L,1
7515,0.48,2.52,3288260.0,6600,5300.0,8,True,2,0,1,33,0,9.0,U,0
5630,2.86,3.04,11241581.0,31400,19000.0,53,True,6,0,17,198,1,3.5,L,1
5018,5.96,6.54,3287125.0,6300,3900.0,48,True,1,1,2,73,1,4.0,U,0
6610,1.65,2.21,3288043.0,18700,12400.0,74,True,2,1,3,114,1,5.0,L,1
5833,9.87,11.53,12902318.0,51200,32200.0,29,True,1,1,0,44,0,4.0,L,1
6012,0.0,0.78,12561918.0,27500,19500.0,61,True,1,1,3,91,1,6.5,L,1
2415,10.92,12.38,3286238.0,8500,6700.0,25,True,1,0,3,50,0,9.0,U,0
6580,0.15,0.42,12850286.0,11800,7000.0,8,True,0,0,1,13,0,3.0,U,0
3500,180.92,208.15,13640724.0,3500,5300.0,10,True,5,0,1,65,0,30.0,L,1
8646,33.32,34.51,3288411.0,1900,1900.0,4,True,0,0,1,9,0,14.5,U,0
2600,264.79,269.71,3286268.0,850,950.0,2,True,0,0,0,2,0,19.0,U,0
3500,213.53,246.26,3286444.0,9400,11900.0,20,True,2,0,0,40,0,23.5,L,1
8832,0.85,1.23,13149463.0,8300,4600.0,9,True,1,0,1,24,0,2.0,U,0
6864,0.0,0.28,3288075.0,2200,1300.0,6,True,0,2,0,16,0,3.0,U,0
2800,0.58,7.68,5153096.0,100,90.0,0,False,0,0,0,0,0,11.0,U,0
5824,2.1,2.86,3287512.0,21100,13700.0,27,True,2,1,1,57,0,4.5,L,1
8832,0.0,0.6,3288452.0,13600,7300.0,41,True,3,0,2,81,1,1.5,U,0
6866,3.44,4.13,4873820.0,18100,10300.0,60,True,3,5,5,140,1,2.5,L,1
4141,9.0,9.66,3286622.0,4600,4700.0,4,True,0,0,0,4,0,15.0,U,0
2800,7.68,13.61,4714410.0,75,65.0,0,False,0,0,0,0,0,12.0,U,0
8820,0.0,15.44,3288434.0,750,850.0,9,True,1,0,0,19,0,18.5,U,0
5827,2.24,2.73,3287519.0,7800,4500.0,8,True,0,0,0,8,0,2.5,U,0
7200,6.4,6.95,3288134.0,49100,31400.0,52,True,0,0,1,57,0,4.5,L,1
4763,0.0,0.2,3287048.0,50200,35400.0,44,True,1,2,2,74,1,6.0,L,1
5300,15.52,17.52,11264358.0,49300,47900.0,29,True,1,1,1,49,0,14.0,L,1
5648,10.71,11.27,4428014.0,74400,48400.0,87,True,4,1,8,172,1,4.5,L,1
7200,21.73,27.53,3288162.0,35500,21400.0,180,True,5,6,10,310,1,3.5,L,1
4381,28.06,28.84,3286677.0,10100,7900.0,18,True,0,0,0,18,0,8.5,U,0
5221,11.37,12.39,4427928.0,14300,8400.0,21,True,2,0,2,51,0,2.5,L,1
5648,11.27,12.18,3714159.0,40400,26200.0,57,True,2,3,7,127,1,4.5,L,1
4600,2.43,2.87,4752047.0,14700,8700.0,9,True,0,0,1,14,0,3.0,U,0
7200,209.97,211.61,7217060.0,5700,7400.0,5,True,0,0,0,5,0,23.0,U,0
17042,0.0,43.38,3288464.0,110,75.0,11,True,5,0,10,111,1,5.5,U,0
4384,26.11,26.8,13133963.0,11000,6600.0,14,True,1,0,0,24,0,3.0,U,0
5672,0.0,0.43,7189339.0,1700,2400.0,6,True,0,0,0,6,0,27.0,U,0
4600,2.87,3.84,4752048.0,13500,8000.0,13,True,0,0,1,18,0,3.0,U,0
4883,23.17,28.06,6231802.0,950,1000.0,4,True,1,0,1,19,0,18.0,U,0
20024,0.0,0.1,12110573.0,220,220.0,0,False,0,0,0,0,0,15.5,U,0
19003,32.51,68.99,12878064.0,4,2.0,0,False,0,0,0,0,0,,U,0
4384,14.27,19.63,3286682.0,3600,3200.0,18,True,0,0,1,23,0,12.0,U,0
5300,35.29,35.87,13108087.0,60800,64600.0,10,True,2,0,0,30,0,17.0,L,1
4621,6.03,12.34,3286944.0,1800,1500.0,4,True,1,0,0,14,0,10.0,U,0
6191,0.0,0.62,3287762.0,16800,9500.0,74,True,0,0,7,109,1,2.0,U,0
17012,12.98,28.24,12031890.0,36,32.0,1,True,0,0,1,6,0,11.0,U,0
4640,32.33,34.23,4693807.0,3000,2600.0,10,True,0,1,0,15,0,11.5,U,0
6170,1.27,1.43,13147024.0,25600,15100.0,31,True,0,0,2,41,0,3.0,U,0
4360,4.24,16.46,3286657.0,3200,3100.0,24,True,2,1,0,49,0,14.0,U,0
6445,0.0,0.75,3287896.0,4500,2300.0,31,True,5,3,7,131,1,1.0,U,0
4640,0.9,1.31,4755868.0,9300,5400.0,8,True,0,0,0,8,0,2.5,U,0
28010,0.0,20.06,5153150.0,55,110.0,0,False,0,0,0,0,0,45.5,U,0
56024,1.78,2.82,12042491.0,7900,8700.0,36,True,2,1,3,76,1,17.5,U,0
6203,37.45,37.51,3287836.0,19200,11700.0,13,True,0,1,1,23,0,3.5,L,1
35002,0.0,1.13,13403663.0,130,320.0,1,True,0,0,0,1,0,57.5,U,0
56024,0.0,0.75,12042490.0,10600,14000.0,29,True,0,0,1,34,0,24.5,U,0
6204,1.45,2.24,12313416.0,9800,11100.0,65,True,4,0,4,125,1,19.5,U,0
7200,255.75,268.31,6099280.0,2100,4100.0,6,True,0,0,0,6,0,43.0,U,0
4500,16.82,24.81,4322694.0,39500,41700.0,50,True,1,1,1,70,0,16.5,L,1
6203,37.51,37.63,13426245.0,17900,11500.0,3,True,1,0,0,13,0,4.5,L,1
6443,1.1,1.27,4446729.0,14000,7400.0,23,True,1,0,3,48,0,1.0,U,0
7398,34.3,102.57,5158779.0,430,700.0,6,True,0,0,0,6,0,35.0,U,0
4500,14.27,16.82,4322692.0,51700,49700.0,37,True,3,0,2,77,1,13.5,L,1
4387,5.55,6.23,3286691.0,3100,2700.0,1,True,0,0,0,1,0,11.5,U,0
6203,11.99,12.51,4428806.0,49600,40000.0,116,True,6,0,6,206,1,9.5,L,1
6458,1.24,1.64,3287913.0,26100,15200.0,24,True,0,0,0,24,0,3.0,L,1
3500,289.5,289.95,3286461.0,28000,24500.0,72,True,3,2,1,117,1,11.5,L,1
4500,45.97,46.43,6393715.0,15700,17800.0,0,False,0,0,0,0,0,19.0,L,1
4396,0.18,0.81,4918013.0,9200,6800.0,5,True,0,0,1,10,0,7.5,U,0
6446,0.22,2.31,12887992.0,6100,3700.0,52,True,6,1,8,157,1,3.5,U,0
3500,292.99,294.64,13647509.0,34300,33200.0,48,True,1,1,1,68,0,14.0,L,1
4515,2.24,2.88,5156226.0,7000,4500.0,7,True,0,1,0,12,0,4.5,U,0
6446,3.79,3.99,4450738.0,3100,1700.0,7,True,0,0,1,12,0,2.5,U,0
7000,53.97,54.12,3288087.0,4700,5100.0,0,False,0,0,0,0,0,18.0,U,0
4006,0.0,0.44,3286540.0,1400,1200.0,0,False,0,0,0,0,0,10.5,U,0
4643,26.97,27.46,5156394.0,750,650.0,0,False,0,0,0,0,0,11.5,U,0
4563,0.0,0.68,3286914.0,750,800.0,0,False,0,0,0,0,0,17.5,U,0
5648,1.36,2.45,7688033.0,26600,17300.0,33,True,1,1,3,63,0,5.0,L,1
8487,31.69,43.71,3288392.0,400,600.0,2,True,0,0,0,2,0,30.0,U,0
6783,0.56,0.74,5101814.0,9000,8000.0,22,True,1,0,0,32,0,12.0,L,1
4009,59.3,62.56,3286550.0,1400,1500.0,2,True,0,0,0,2,0,18.0,U,0
64612,0.0,0.19,13115604.0,3300,2200.0,3,True,0,0,0,3,0,5.5,U,0
4682,1.02,5.72,3289540.0,1800,1700.0,3,True,0,1,1,13,0,14.0,U,0
8347,11.41,22.95,3288345.0,700,900.0,1,True,0,0,0,1,0,24.5,U,0
3855,40.88,43.25,3286508.0,2200,2300.0,6,True,1,0,0,16,0,17.0,U,0
53233,0.0,0.64,11267180.0,5600,5200.0,44,True,1,2,2,74,1,12.5,U,0
4495,6.46,10.12,4693794.0,3300,3700.0,5,True,2,0,1,30,0,18.0,U,0
6167,0.8,0.96,11240728.0,3100,1700.0,9,True,1,0,5,44,0,1.5,U,0
5842,2.36,4.0,3287562.0,12500,7500.0,75,True,2,1,4,120,1,3.5,U,0
7800,173.61,190.67,3288287.0,3300,6200.0,8,True,1,0,0,18,0,39.5,U,0
5606,1.09,1.65,4748756.0,15100,9100.0,93,True,2,3,6,158,1,3.5,L,1
5015,14.23,25.2,3287121.0,4000,3800.0,33,True,3,0,1,68,0,14.0,U,0
4500,6.81,7.58,4692878.0,53100,48400.0,29,True,1,0,1,44,0,12.5,L,1
6613,2.94,3.1,3861101.0,24400,13700.0,39,True,0,3,0,54,0,2.0,L,1
5836,0.14,0.9,3287554.0,17000,9600.0,13,True,0,0,3,28,0,2.5,L,1
8000,0.0,2.28,3288292.0,1300,2100.0,2,True,0,0,0,2,0,33.0,U,0
5633,2.84,3.66,6234522.0,21000,13900.0,77,True,3,1,6,142,1,5.0,U,0
5039,0.88,7.88,3287145.0,3300,2000.0,36,True,6,4,1,121,1,3.0,U,0
5300,24.16,24.47,13036603.0,67800,72300.0,3,True,0,0,0,3,0,17.0,L,1
3160,124.56,150.75,3286327.0,650,750.0,4,True,1,0,0,14,0,20.0,U,0
6720,0.8,0.97,4752027.0,17900,12000.0,7,True,1,0,1,22,0,5.5,U,0
5827,6.92,9.55,3287524.0,15600,8800.0,49,True,9,1,19,239,1,2.0,L,1
7623,1.42,3.08,6393815.0,14300,8800.0,28,True,1,0,2,48,0,4.0,U,0
5036,2.44,2.61,3287134.0,16000,9100.0,10,True,0,1,1,20,0,2.5,L,1
5407,0.0,0.5,3641942.0,2400,2300.0,4,True,0,0,0,4,0,14.0,U,0
3492,0.0,6.89,3286397.0,1300,1600.0,5,True,1,1,0,20,0,21.0,U,0
6720,1.05,2.24,13646902.0,8800,5200.0,12,True,0,0,0,12,0,3.0,U,0
5851,5.07,5.56,3287584.0,33000,20800.0,75,True,1,1,2,100,1,4.0,L,1
7620,15.67,19.17,12839525.0,2200,3000.0,3,True,1,0,0,13,0,25.0,U,0
3498,0.58,24.9,3286413.0,550,650.0,8,True,2,2,0,38,0,22.0,U,0
6613,1.65,2.31,3288051.0,13100,7600.0,19,True,1,3,4,64,0,2.5,U,0
5830,2.3,2.49,3287531.0,12800,7600.0,27,True,0,0,0,27,0,3.0,L,1
2409,74.38,109.84,3286228.0,250,250.0,3,True,0,0,0,3,0,15.5,U,0
8326,0.0,0.19,3288332.0,2100,2300.0,4,True,1,0,0,14,0,18.5,U,0
8163,13.69,47.53,3288327.0,240,350.0,4,True,1,0,0,14,0,29.0,U,0
5639,1.25,2.28,3287416.0,17100,10500.0,54,True,4,3,2,119,1,3.5,L,1
5006,6.68,7.2,11265603.0,16800,12400.0,50,True,1,2,2,80,1,7.0,U,0
3500,2.48,2.86,3286420.0,11000,13100.0,6,True,1,0,1,21,0,21.0,L,1
6608,0.0,0.5,3288035.0,29700,17700.0,52,True,1,1,7,102,1,3.0,L,1
5836,3.15,4.07,4347380.0,14100,8500.0,42,True,0,0,4,62,0,3.5,L,1
8000,158.95,160.09,12983210.0,2400,3400.0,2,True,1,0,0,12,0,27.0,U,0
5639,5.54,5.88,3713371.0,24000,14800.0,17,True,0,0,2,27,0,4.0,L,1
4886,0.0,4.72,3287105.0,500,600.0,1,True,0,0,0,1,0,20.0,U,0
62033,0.0,0.35,12877906.0,15200,14200.0,16,True,0,0,0,16,0,13.0,U,0
3495,0.0,6.68,3286408.0,550,600.0,2,True,0,0,0,2,0,17.5,U,0
6601,7.73,9.14,3901866.0,47900,28900.0,165,True,10,8,16,385,1,3.5,L,1
5827,3.16,4.5,3287520.0,14200,8000.0,42,True,4,0,6,112,1,2.5,U,0
5851,5.56,6.87,3287587.0,34200,22100.0,167,True,4,1,21,317,1,4.5,L,1
6464,3.34,4.98,3893486.0,26400,15400.0,184,True,5,3,18,339,1,2.5,L,1
3500,68.27,87.24,3286430.0,4400,6300.0,20,True,1,0,0,30,0,27.5,U,0
6604,6.03,6.96,3288007.0,37000,23200.0,57,True,3,1,4,112,1,4.0,L,1
6000,3.49,3.89,3287614.0,11200,7400.0,6,True,0,1,0,11,0,5.0,U,0
2400,122.21,135.08,3286218.0,750,850.0,5,True,1,0,0,15,0,20.0,U,0
8347,0.96,1.54,7686263.0,6100,4100.0,11,True,0,1,1,21,0,5.5,U,0
62035,0.0,0.17,12878049.0,16500,11700.0,31,True,3,1,3,81,1,6.5,U,0
8332,0.0,36.71,3288338.0,380,450.0,4,True,0,0,1,9,0,19.5,U,0
3486,1.67,2.3,6410464.0,3200,2100.0,5,True,0,0,0,5,0,5.5,U,0
6012,1.29,1.43,13149043.0,33300,22400.0,51,True,0,2,4,81,1,5.5,L,1
2000,0.0,279.64,12256858.0,550,1100.0,43,True,6,0,2,113,1,43.5,U,0
3500,115.78,121.21,3286436.0,3400,5300.0,4,True,0,0,0,4,0,29.5,U,0
8664,2.19,3.95,3288428.0,3200,2900.0,7,True,0,0,1,12,0,12.5,U,0
6784,0.0,0.21,5101828.0,12900,8400.0,27,True,0,1,2,42,0,5.0,L,1
2409,73.88,74.0,3286226.0,890,890.0,1,True,0,0,0,1,0,15.0,L,1
3500,180.92,208.15,13403805.0,3400,5200.0,10,True,5,0,1,65,0,31.0,L,1
8829,1.86,3.14,3288449.0,3500,4000.0,0,False,0,0,0,0,0,18.5,U,0
7009,0.0,4.3,3288092.0,300,330.0,0,False,0,0,0,0,0,18.5,U,0
2606,0.0,64.77,3286282.0,130,130.0,1,True,0,0,0,1,0,14.5,U,0
5675,0.0,0.25,7189342.0,1500,2400.0,7,True,0,0,0,7,0,32.5,U,0
8655,17.28,25.75,3288418.0,200,210.0,4,True,1,1,0,19,0,16.0,U,0
6866,5.99,6.64,7301447.0,14600,8400.0,6,True,0,1,2,21,0,2.5,L,1
6039,19.49,19.98,5155898.0,1700,1400.0,3,True,0,0,1,8,0,9.0,U,0
5200,7.0,8.32,3287175.0,22100,13300.0,25,True,1,1,2,50,0,3.5,L,1
2600,161.59,198.55,3286265.0,650,850.0,10,True,2,0,0,30,0,23.0,U,0
5806,0.0,0.31,3287486.0,3200,1800.0,6,True,0,0,1,11,0,2.0,U,0
8823,35.59,36.94,3288438.0,5900,6000.0,7,True,1,1,1,27,0,16.0,U,0
6781,0.0,0.35,4696086.0,13600,10000.0,39,True,3,2,0,79,1,7.5,U,0
4760,50.0,50.38,6510923.0,15500,8500.0,12,True,1,0,2,32,0,2.0,U,0
5200,4.02,4.27,12324982.0,13000,8600.0,10,True,1,0,2,30,0,5.0,U,0
5673,0.0,0.62,7189340.0,5200,6400.0,13,True,0,0,0,13,0,21.0,U,0
7161,0.0,10.23,3288124.0,600,370.0,0,False,0,0,0,0,0,3.5,U,0
4027,0.0,24.04,3286591.0,550,700.0,16,True,2,0,0,36,0,22.0,U,0
5227,0.0,1.35,3287280.0,13000,7300.0,22,True,0,0,2,32,0,2.0,U,0
5806,0.31,0.5,4696059.0,6300,3700.0,11,True,0,0,2,21,0,3.0,U,0
4489,5.36,5.86,4435822.0,51200,29200.0,89,True,0,0,4,109,1,2.5,L,1
7152,1.08,3.12,3288122.0,700,750.0,2,True,1,0,0,12,0,17.0,U,0
4793,30.41,31.5,3287084.0,4000,2800.0,6,True,0,0,1,11,0,6.5,U,0
4159,2.84,5.83,13640035.0,750,500.0,3,True,0,0,0,3,0,5.0,U,0
5300,0.0,4.32,11264350.0,18300,18200.0,11,True,2,0,1,36,0,15.5,L,1
6592,2.71,3.24,13426023.0,27400,16200.0,45,True,2,2,2,85,1,3.0,U,0
5821,0.9,1.96,3713149.0,5600,3200.0,49,True,1,2,1,74,1,2.5,L,1
4640,29.53,31.13,4449906.0,7500,6600.0,15,True,2,0,2,45,0,11.5,U,0
4793,5.25,21.38,5154002.0,1000,750.0,6,True,1,0,1,21,0,8.5,U,0
3400,322.54,361.36,3286380.0,1000,1300.0,24,True,5,1,0,79,1,23.0,U,0
6601,4.4,4.87,3901908.0,36900,23500.0,131,True,4,4,9,236,1,4.5,L,1
2200,332.46,355.53,3286207.0,330,310.0,7,True,1,0,0,17,0,12.5,U,0
3500,23.26,68.27,3286429.0,3700,5400.0,25,True,4,1,1,75,1,29.5,U,0
2000,794.56,795.64,3286188.0,1100,1800.0,1,True,0,0,0,1,0,33.5,U,0
13000,0.0,190.11,6231823.0,21,23.0,3,True,2,0,2,33,0,19.0,U,0
1503,85.19,93.28,3286174.0,650,750.0,1,True,0,0,0,1,0,18.5,U,0
8649,0.0,17.66,3288412.0,210,290.0,2,True,0,0,0,2,0,26.0,U,0
10050,36.62,67.0,12113618.0,130,120.0,1,True,1,0,0,11,0,11.0,U,0
6783,0.0,0.56,5101813.0,5500,4900.0,8,True,0,0,0,8,0,12.0,U,0
6039,3.54,6.57,4753617.0,2900,1600.0,26,True,1,0,6,66,0,2.5,U,0
5202,0.69,3.26,3287193.0,15700,8700.0,72,True,3,3,0,117,1,2.0,L,1
2409,52.3,73.88,3286224.0,360,350.0,3,True,1,1,0,18,0,15.5,U,0
8829,0.09,1.22,3288446.0,12100,8400.0,22,True,1,0,3,47,0,6.0,L,1
7000,54.24,54.79,7682773.0,8400,5000.0,10,True,0,1,1,20,0,3.0,L,1
6039,7.89,8.52,4322979.0,5100,3200.0,6,True,1,0,2,26,0,4.5,U,0
5218,5.74,7.38,3287229.0,46700,44200.0,173,True,5,3,6,268,1,13.5,L,1
3400,307.65,309.48,6402044.0,1500,1800.0,2,True,0,0,0,2,0,21.5,U,0
4405,1.81,2.51,3286719.0,22500,12600.0,28,True,2,3,0,63,0,2.0,L,1
5409,7.61,8.31,3712729.0,13700,8600.0,47,True,0,3,0,62,0,4.0,U,0
3160,191.75,201.3,12458902.0,2700,2900.0,9,True,2,0,0,29,0,17.5,U,0
6146,3.43,4.59,3287729.0,29500,16700.0,93,True,4,3,7,183,1,2.5,U,0
18000,185.99,231.94,5205559.0,24,42.0,5,True,1,0,1,20,0,37.5,U,0
72000,11.45,11.68,6090659.0,7000,4900.0,6,True,0,0,0,6,0,6.0,U,0
46424,0.0,0.5,3288642.0,5700,4600.0,3,True,0,0,0,3,0,9.5,U,0
6191,4.9,5.44,4918136.0,21700,12200.0,17,True,0,2,3,42,0,2.0,U,0
5446,0.0,0.94,13107982.0,8100,8300.0,28,True,2,2,1,63,0,16.0,U,0
48871,0.0,0.95,6401299.0,500,470.0,0,False,0,0,0,0,0,13.0,U,0
6170,0.96,1.12,11240735.0,24900,15200.0,40,True,2,1,6,95,1,3.5,U,0
5610,6.32,6.78,9221351.0,28000,17400.0,61,True,1,0,5,96,1,4.0,L,1
5054,0.0,0.98,3287155.0,15300,9600.0,71,True,4,4,4,151,1,4.0,U,0
48870,68.8,72.35,6401296.0,190,240.0,1,True,0,0,0,1,0,23.0,U,0
6194,0.0,0.63,4215290.0,11900,7000.0,43,True,2,0,7,98,1,3.0,L,1
6024,1.65,2.54,4693697.0,20200,11900.0,58,True,2,5,4,123,1,3.0,U,0
5051,0.0,0.41,12113554.0,9900,6800.0,21,True,0,0,1,26,0,6.0,U,0
