road_no,tesecn_start_rrd,tesecn_end_rrd,tesecn_id,tesecn_volume,traffic_score,crashes_30m,has_crash_near_segment,fatal_serious_30m,child_30m,ped_30m,severity_weighted_30m,high_risk,cv_percent,rlcwy_code,rlcwy_code_binary
53242,0.0,0.51,11267183.0,750,950.0,2,True,0,0,0,2,0,22.5,U,0
5833,0.34,1.92,3287537.0,21300,13900.0,121,True,3,1,8,196,1,5.0,L,1
8000,108.95,110.11,3288300.0,2800,3300.0,4,True,0,0,1,9,0,19.5,U,0
5627,2.85,2.97,7392200.0,14300,8900.0,41,True,0,0,3,56,0,4.0,U,0
5006,8.61,12.01,3287119.0,10100,8500.0,47,True,2,1,2,82,1,11.0,U,0
13030,75.0,80.89,12841005.0,85,85.0,0,False,0,0,0,0,0,15.5,U,0
6720,0.97,1.05,13646901.0,12700,8300.0,1,True,0,0,0,1,0,4.5,U,0
4141,52.08,57.29,3310947.0,6000,6700.0,14,True,1,1,0,29,0,18.5,U,0
5806,0.5,0.93,3287487.0,5000,3000.0,21,True,0,0,1,26,0,3.5,U,0
4591,0.0,0.9,4692912.0,170,130.0,2,True,1,0,1,17,0,9.0,U,0
4883,42.86,52.19,3287101.0,1100,1100.0,9,True,2,1,0,34,0,15.5,U,0
20039,0.0,8.05,12878058.0,8,4.0,0,False,0,0,0,0,0,,U,0
4156,0.97,1.05,13640030.0,1300,750.0,0,False,0,0,0,0,0,2.0,U,0
4640,2.52,3.8,4755414.0,10900,6300.0,22,True,2,1,0,47,0,3.0,U,0
26000,0.0,4.79,3288476.0,600,550.0,1,True,0,0,0,1,0,13.5,U,0
4606,2.79,3.24,4695803.0,14800,8800.0,8,True,0,2,0,18,0,3.0,U,0
6170,0.32,0.47,11240731.0,20000,12600.0,49,True,2,0,7,104,1,4.5,U,0
20090,0.0,38.25,12463926.0,4,2.0,1,True,1,0,0,11,0,,U,0
16036,0.0,8.88,9086159.0,49,43.0,0,False,0,0,0,0,0,10.0,U,0
4603,3.82,4.1,4695812.0,18200,10400.0,15,True,1,2,1,40,0,2.5,U,0
6176,0.79,1.58,11240632.0,54900,34200.0,148,True,4,2,20,298,1,4.0,L,1
42406,0.0,5.57,3288488.0,250,230.0,2,True,1,2,1,27,0,13.0,U,0
53312,0.0,0.41,13001615.0,900,1100.0,5,True,0,0,1,10,0,22.0,U,0
6203,40.15,42.12,3287838.0,58500,39500.0,135,True,3,4,5,210,1,5.5,L,1
56301,2.73,3.03,11235450.0,13600,7600.0,28,True,1,0,4,58,0,2.0,U,0
7398,104.34,104.66,3288237.0,1700,2800.0,1,True,0,0,0,1,0,35.5,U,0
4500,73.74,92.69,4689626.0,8000,10900.0,33,True,2,2,2,73,1,25.0,L,1
6203,8.93,9.38,3287783.0,67600,56100.0,92,True,5,2,4,172,1,10.0,L,1
6215,2.28,3.09,3856866.0,23100,14600.0,62,True,6,1,5,152,1,4.0,L,1
7200,245.91,246.89,6418231.0,2800,4400.0,4,True,2,0,1,29,0,32.0,U,0
4515,0.0,1.32,3286868.0,6700,4600.0,10,True,0,0,1,15,0,6.0,U,0
4399,0.69,0.99,3286707.0,19700,11500.0,24,True,2,2,2,64,0,3.0,U,0
6203,22.79,25.87,3287811.0,25500,14600.0,55,True,7,1,3,145,1,2.5,L,1
6209,0.0,0.8,3287844.0,24200,16800.0,44,True,2,0,3,79,1,6.0,U,0
7398,103.95,104.34,3288236.0,1900,3200.0,0,False,0,0,0,0,0,34.0,U,0
4515,13.27,13.82,3286877.0,14900,9700.0,17,True,0,1,3,37,0,4.5,U,0
4390,20.74,20.93,4697229.0,7800,4800.0,8,True,0,0,1,13,0,4.0,U,0
6449,6.74,9.96,4754937.0,7800,5200.0,31,True,0,1,2,46,0,5.5,U,0
5412,0.0,0.95,3287336.0,18000,12300.0,64,True,4,1,1,114,1,5.5,L,1
4515,9.3,13.27,3286876.0,6600,4300.0,25,True,4,0,5,90,1,4.5,U,0
6449,9.96,10.7,4754938.0,9400,5300.0,10,True,0,0,0,10,0,2.0,U,0
5417,1.41,2.05,7188110.0,13200,15900.0,20,True,1,1,2,45,0,21.0,U,0
4643,15.99,16.17,4693813.0,5300,3500.0,3,True,0,0,0,3,0,5.0,U,0
4581,0.0,0.5,4749026.0,750,750.0,1,True,0,0,0,1,0,14.5,U,0
6458,0.82,1.24,13425604.0,26100,15300.0,25,True,0,0,0,25,0,3.0,U,0
6797,0.0,0.32,12506836.0,2400,1900.0,13,True,1,2,4,53,0,9.0,U,0
4009,27.02,42.2,3286548.0,2200,2300.0,6,True,3,0,0,36,0,16.0,U,0
4652,38.96,44.55,7010442.0,3200,3400.0,11,True,2,0,1,36,0,15.5,U,0
5648,3.41,4.37,3287440.0,30200,18000.0,24,True,0,0,0,24,0,3.5,L,1
5424,1.62,2.23,7923432.0,38300,41600.0,14,True,1,0,0,24,0,17.5,L,1
6866,6.64,6.94,13537178.0,14700,8500.0,8,True,1,1,1,28,0,2.5,U,0
3870,40.79,50.39,3286521.0,600,700.0,3,True,1,0,0,13,0,18.5,U,0
64671,0.4,0.47,13112505.0,2600,1600.0,16,True,1,1,1,36,0,3.5,U,0
4643,16.17,16.71,4695022.0,1700,750.0,6,True,0,0,0,6,0,,U,0
8347,3.41,11.41,3288344.0,1700,1900.0,4,True,0,0,0,4,0,19.0,U,0
4489,1.42,3.02,3286759.0,35000,19700.0,159,True,3,0,10,239,1,2.0,L,1
4003,37.68,53.69,3286535.0,700,600.0,8,True,0,0,0,8,0,11.5,U,0
4126,1.27,13.65,3286604.0,3100,2900.0,7,True,0,0,0,7,0,13.5,U,0
2600,313.25,314.53,4696252.0,6300,4700.0,3,True,0,1,0,8,0,7.5,U,0
1100,78.48,101.96,3286169.0,180,280.0,0,False,0,0,0,0,0,30.5,U,0
8646,31.99,33.32,3288410.0,1200,1300.0,0,False,0,0,0,0,0,16.0,U,0
5221,3.8,5.23,3287262.0,45900,27100.0,197,True,10,5,21,427,1,3.0,L,1
3160,169.39,175.81,12188015.0,1600,1700.0,6,True,1,0,1,21,0,17.5,U,0
4141,27.91,40.86,12632972.0,2900,3100.0,13,True,3,1,0,48,0,17.0,U,0
8400,323.44,331.12,3288363.0,3400,3700.0,10,True,2,1,1,40,0,17.5,U,0
2803,0.0,47.89,3286286.0,330,330.0,3,True,0,0,0,3,0,15.0,U,0
4405,0.12,0.3,3286717.0,24400,14100.0,18,True,0,0,1,23,0,2.5,U,0
1000,0.0,111.66,3286163.0,320,450.0,12,True,3,0,1,47,0,26.5,U,0
6146,0.67,1.36,3287724.0,19900,11100.0,162,True,3,4,12,272,1,2.0,U,0
4423,4.19,9.05,4696360.0,2800,2700.0,27,True,3,1,0,62,0,13.0,U,0
6146,5.46,6.16,3287731.0,33200,19300.0,87,True,2,4,3,142,1,2.5,U,0
5600,1.23,2.03,3287355.0,13700,8000.0,26,True,1,0,3,51,0,3.0,U,0
4879,37.09,48.61,7690324.0,240,180.0,2,True,0,1,0,7,0,8.5,U,0
6143,1.47,2.06,4754767.0,43100,29700.0,47,True,1,0,1,62,0,6.0,L,1
5616,0.13,0.54,11235436.0,15400,9200.0,50,True,3,1,1,90,1,3.0,U,0
4763,40.18,43.42,3287058.0,6000,5000.0,14,True,1,0,0,24,0,10.0,U,0
50680,0.0,0.22,13001617.0,6600,5800.0,23,True,0,1,1,33,0,11.5,U,0
4489,45.7,51.12,3286805.0,1200,1200.0,13,True,4,0,0,53,0,13.5,U,0
6191,1.68,3.37,4428166.0,26700,15000.0,129,True,1,0,3,154,1,2.0,U,0
5616,0.0,0.13,12596351.0,7400,4400.0,22,True,1,0,0,32,0,3.0,U,0
4886,4.72,9.5,6401301.0,550,600.0,3,True,0,0,0,3,0,17.5,U,0
10001,24.51,207.79,12113623.0,22,24.0,0,False,0,0,0,0,0,18.0,U,0
5644,0.88,1.05,7189046.0,13500,15700.0,14,True,1,1,1,34,0,20.0,L,1
5045,2.52,2.82,4714869.0,20400,12900.0,23,True,0,1,0,28,0,4.0,U,0
2415,7.65,10.6,3286236.0,2100,2300.0,3,True,1,0,1,18,0,18.0,U,0
10039,189.31,189.45,13639703.0,150,130.0,1,True,0,0,0,1,0,10.0,U,0
5639,7.23,7.68,6234577.0,25600,16100.0,20,True,0,0,0,20,0,4.0,L,1
5202,4.08,4.54,4748518.0,29500,16800.0,22,True,0,1,0,27,0,2.5,L,1
10001,225.12,272.2,12113625.0,26,24.0,1,True,1,0,0,11,0,11.5,U,0
6866,0.0,0.54,3288076.0,22800,13000.0,10,True,1,0,0,20,0,2.5,U,0
6033,4.47,5.16,3287690.0,35600,26000.0,100,True,0,1,6,135,1,7.5,L,1
5202,4.54,5.28,4748520.0,28500,16000.0,27,True,0,2,1,42,0,2.0,L,1
7000,45.67,48.69,3288085.0,1000,1100.0,3,True,0,0,0,3,0,17.0,U,0
6120,0.19,0.38,11235439.0,7600,4200.0,10,True,0,0,2,20,0,2.0,U,0
5063,7.78,8.94,4428107.0,14600,9600.0,99,True,2,4,4,159,1,5.0,U,0
60006,0.0,0.63,3288523.0,8000,4800.0,6,True,1,0,1,21,0,3.5,U,0
6000,17.6,22.12,4689927.0,1600,1000.0,56,True,10,2,15,241,1,4.0,U,0
6039,0.0,0.29,3287695.0,4200,2800.0,27,True,1,0,2,47,0,5.0,U,0
5206,3.22,3.77,3287205.0,18400,11200.0,33,True,0,0,1,38,0,3.5,U,0
6467,0.0,0.87,3287940.0,11700,7400.0,26,True,0,1,2,41,0,4.0,L,1
67805,0.0,0.34,13115648.0,4800,3400.0,6,True,1,0,1,21,0,6.5,U,0
6012,8.3,9.0,4693693.0,17600,11100.0,35,True,1,0,2,55,0,4.5,U,0
5200,3.32,4.02,12324981.0,12100,7800.0,2,True,0,0,0,2,0,4.5,U,0
63000,1.52,3.51,4759441.0,3300,2200.0,4,True,1,0,1,19,0,5.0,U,0
3500,211.11,211.38,13403668.0,9800,12200.0,4,True,0,0,0,4,0,22.5,L,1
6012,9.0,9.57,3287644.0,15800,10000.0,22,True,3,3,5,92,1,4.0,U,0
8160,1.02,2.23,5151486.0,1500,1600.0,1,True,0,0,0,1,0,18.0,U,0
3580,0.35,2.13,3286475.0,2200,2200.0,1,True,0,0,0,1,0,15.5,U,0
7398,102.57,103.95,3288235.0,650,1100.0,0,False,0,0,0,0,0,34.0,U,0
4510,0.0,0.43,3286860.0,3600,2900.0,4,True,0,0,0,4,0,9.5,U,0
4387,0.0,0.45,3286689.0,5500,3400.0,0,False,0,0,0,0,0,4.0,U,0
6441,0.0,0.19,3287887.0,3000,1800.0,9,True,2,0,3,44,0,3.5,U,0
3500,281.29,283.36,3286455.0,29100,25300.0,47,True,3,1,0,82,1,11.5,L,1
4685,0.0,16.32,3287029.0,3700,3100.0,38,True,1,1,3,68,0,10.5,U,0
7202,0.0,0.39,13648507.0,1900,2800.0,1,True,0,0,0,1,0,29.0,U,0
4513,9.68,10.39,5118058.0,9500,5700.0,2,True,0,0,0,2,0,3.5,U,0
4387,0.45,5.55,3286690.0,4500,3900.0,20,True,2,1,0,45,0,11.0,U,0
6449,1.11,1.62,4695710.0,6100,3400.0,5,True,1,0,0,15,0,2.0,U,0
5419,0.0,0.62,3713969.0,5300,7300.0,14,True,1,0,1,29,0,26.5,U,0
4652,23.97,38.96,3287009.0,3000,3200.0,27,True,4,0,2,77,1,16.5,U,0
4522,0.0,0.23,3286893.0,4000,3300.0,8,True,0,0,0,8,0,10.0,U,0
4396,0.0,0.18,3286703.0,9200,6800.0,22,True,2,0,1,47,0,7.5,L,1
6461,6.15,9.0,3287924.0,45000,26500.0,135,True,7,1,7,245,1,3.0,L,1
4515,18.17,19.13,5156304.0,15500,9500.0,7,True,0,1,0,12,0,3.5,U,0
4399,0.36,0.69,4917933.0,15100,8900.0,34,True,4,4,6,124,1,3.0,U,0
6231,0.0,0.34,11414483.0,7500,4800.0,23,True,0,1,1,33,0,4.5,U,0
5415,0.55,1.72,4748363.0,5100,4400.0,8,True,0,0,0,8,0,11.0,U,0
4679,0.0,13.92,3287022.0,450,420.0,5,True,0,0,0,5,0,13.5,U,0
3867,11.6,13.96,3286515.0,900,850.0,2,True,0,0,0,2,0,13.5,U,0
4643,4.81,8.49,4754849.0,1400,1000.0,10,True,2,0,2,40,0,6.5,U,0
8400,348.55,349.72,3288368.0,9300,10700.0,19,True,4,0,3,74,1,19.5,L,1
4649,0.0,0.98,3287001.0,4300,2800.0,5,True,0,0,0,5,0,4.5,U,0
8400,353.48,353.71,3288376.0,10900,8000.0,17,True,0,0,0,17,0,7.0,L,1
4760,0.0,1.08,3287035.0,25700,19300.0,53,True,3,2,1,98,1,8.0,L,1
3160,0.0,20.89,3286312.0,800,800.0,9,True,3,0,4,59,0,15.0,U,0
4483,0.0,6.58,3286738.0,2700,2400.0,10,True,0,0,0,10,0,12.0,U,0
6146,2.73,3.43,3287727.0,32700,19100.0,91,True,1,1,7,141,1,3.0,L,1
1000,111.66,389.76,12234782.0,390,500.0,37,True,8,2,2,137,1,23.0,U,0
6161,1.67,1.89,11240808.0,16000,9700.0,21,True,1,0,5,56,0,3.5,L,1
5603,3.33,3.89,3287364.0,35700,26500.0,48,True,3,1,2,93,1,7.5,U,0
5221,8.88,10.11,4691836.0,30900,17500.0,32,True,3,0,4,82,1,2.0,L,1
6155,2.16,2.59,4446692.0,26300,17200.0,62,True,4,3,7,152,1,5.0,U,0
5441,0.0,0.54,12312977.0,6900,8300.0,19,True,0,1,1,29,0,20.5,U,0
6161,0.0,0.56,11240822.0,22800,15400.0,98,True,8,3,25,318,1,5.5,L,1
5610,9.45,9.63,11241308.0,16700,12400.0,27,True,0,0,1,32,0,7.5,L,1
4763,17.62,24.33,4695815.0,6100,5100.0,22,True,3,1,3,72,1,10.5,U,0
3861,0.87,19.65,7572626.0,950,1100.0,15,True,2,1,1,45,0,19.0,U,0
6161,0.56,1.04,11240820.0,20100,15200.0,56,True,6,1,13,186,1,8.0,L,1
7800,171.73,171.86,9079424.0,2500,4600.0,0,False,0,0,0,0,0,41.0,L,1
5612,3.92,4.74,3713922.0,31700,19900.0,205,True,8,4,14,375,1,4.0,L,1
4790,0.0,20.86,3287080.0,1200,1100.0,29,True,7,1,0,104,1,12.5,U,0
4500,2.2,2.85,11256337.0,53300,48500.0,13,True,1,0,0,23,0,12.5,L,1
6170,1.12,1.27,13147023.0,25100,15000.0,21,True,2,1,2,56,0,3.0,U,0
7503,0.0,8.21,3288247.0,850,750.0,2,True,0,0,0,2,0,11.0,U,0
5603,1.28,2.83,3287358.0,39600,28800.0,181,True,8,4,18,371,1,7.0,L,1
4781,5.53,5.91,6382944.0,6700,4500.0,5,True,0,2,0,15,0,5.5,U,0
5400,9.06,10.25,3287292.0,28400,17300.0,124,True,5,1,3,194,1,3.5,U,0
3160,265.5,265.95,12188025.0,13800,10200.0,25,True,0,1,0,30,0,7.0,L,1
4016,35.3,50.57,3286576.0,600,550.0,2,True,0,0,0,2,0,11.5,U,0
6604,16.67,18.14,3288020.0,25700,17200.0,56,True,5,1,3,126,1,5.5,L,1
5833,11.53,13.1,3901912.0,40400,26100.0,79,True,2,2,10,159,1,4.5,L,1
7800,171.86,172.84,9079426.0,2500,4700.0,0,False,0,0,0,0,0,40.0,U,0
5610,7.73,7.96,11241291.0,20500,16100.0,22,True,2,0,5,67,0,9.0,U,0
5036,0.0,0.47,3287130.0,11800,6700.0,71,True,1,2,1,96,1,2.5,L,1
5402,1.08,2.46,7759850.0,25400,17500.0,71,True,4,2,3,136,1,6.0,L,1
3329,43.79,45.09,3286357.0,1700,1700.0,4,True,1,0,0,14,0,14.0,U,0
4496,0.0,9.31,3286825.0,1700,1300.0,10,True,0,0,2,20,0,7.5,U,0
6613,2.31,2.45,13636686.0,16100,9000.0,14,True,1,1,1,34,0,2.0,U,0
5860,1.63,2.3,3287598.0,26100,16900.0,104,True,1,2,1,129,1,4.5,U,0
7880,47.82,48.68,3288291.0,430,500.0,0,False,0,0,0,0,0,21.0,U,0
5406,12.34,12.58,13108065.0,15000,14100.0,5,True,1,0,0,15,0,13.5,L,1
3160,180.87,184.46,12188019.0,3700,3900.0,3,True,0,0,0,3,0,16.0,U,0
6608,0.5,1.08,4918096.0,32000,19000.0,86,True,2,3,6,151,1,3.0,L,1
5848,0.0,1.69,3287572.0,9900,6300.0,56,True,2,2,3,101,1,4.0,L,1
72000,6.79,9.99,6109204.0,5500,4800.0,9,True,2,0,3,44,0,11.0,U,0
5405,4.22,5.38,4427948.0,35600,20000.0,78,True,1,4,0,108,1,2.0,L,1
3329,79.24,79.5,6215066.0,1000,1300.0,1,True,0,0,0,1,0,24.0,U,0
6604,20.64,21.45,3288026.0,18700,10700.0,66,True,1,5,3,116,1,2.5,L,1
5833,7.25,8.14,3287548.0,41200,26900.0,105,True,2,2,3,150,1,4.5,L,1
2418,0.15,0.65,4714402.0,6100,3300.0,10,True,1,0,0,20,0,1.5,U,0
3480,0.0,0.61,6402084.0,3600,2400.0,1,True,1,0,1,16,0,4.5,U,0
6611,0.0,0.17,12221516.0,2100,1200.0,2,True,0,0,0,2,0,3.0,U,0
2000,795.64,796.26,3286189.0,650,1200.0,0,False,0,0,0,0,0,37.0,U,0
47665,0.0,0.35,12064315.0,5500,3500.0,1,True,0,0,0,1,0,4.0,U,0
3486,2.3,2.51,6410463.0,2200,1600.0,3,True,0,0,0,3,0,7.0,U,0
10060,0.0,29.57,12113613.0,110,110.0,2,True,0,0,0,2,0,15.5,U,0
2000,796.26,883.25,3286190.0,1000,1900.0,23,True,4,0,1,68,0,43.0,U,0
54030,0.0,1.56,3288520.0,1000,1100.0,2,True,0,0,0,2,0,18.0,U,0
8000,83.61,107.26,3288297.0,2300,3100.0,19,True,1,1,0,34,0,24.0,U,0
5006,7.2,8.61,3287118.0,10600,8600.0,62,True,2,3,2,107,1,9.5,U,0
4495,25.27,25.38,6382193.0,8700,5900.0,8,True,2,0,0,28,0,5.5,U,0
6180,0.0,0.63,11240146.0,16100,9600.0,30,True,0,0,1,35,0,3.0,L,1
6780,8.97,13.48,5101554.0,56200,51700.0,57,True,3,0,2,97,1,12.5,L,1
5833,8.14,9.29,3287551.0,51300,32400.0,135,True,5,2,5,220,1,4.5,L,1
7800,170.99,171.46,5137648.0,2700,5000.0,0,False,0,0,0,0,0,39.0,L,1
5610,7.42,7.57,11241285.0,19800,14300.0,20,True,2,2,8,90,1,7.0,L,1
5000,9.83,12.0,3287109.0,11400,8500.0,19,True,2,1,3,59,0,7.5,U,0
5315,0.0,0.77,11414505.0,650,650.0,6,True,1,1,0,21,0,17.0,U,0
3160,102.25,122.42,3286325.0,480,550.0,1,True,1,1,0,16,0,20.0,U,0
4495,18.73,20.18,5155976.0,8500,7300.0,4,True,0,0,0,4,0,10.5,U,0
6780,1.13,1.58,13115669.0,63100,54300.0,22,True,1,1,2,47,0,11.0,L,1
5833,9.29,9.87,3901910.0,47600,30300.0,55,True,2,1,2,90,1,4.0,L,1
7800,172.84,173.61,5137647.0,4200,7800.0,1,True,0,0,0,1,0,40.5,U,0
5621,0.43,0.74,11235454.0,7200,3900.0,6,True,0,0,2,16,0,1.5,U,0
5051,0.41,0.62,12113556.0,5400,5000.0,16,True,0,1,2,31,0,12.5,L,1
5400,2.35,3.63,3287284.0,24700,14700.0,98,True,2,2,6,158,1,3.0,U,0
3163,0.0,49.4,3286339.0,300,340.0,6,True,2,0,1,31,0,18.5,U,0
6735,1.88,2.17,4695711.0,16400,9300.0,18,True,0,0,1,23,0,2.5,U,0
5845,1.44,1.91,3287567.0,25000,15200.0,40,True,0,1,1,50,0,3.5,L,1
7801,0.0,1.4,3288288.0,1400,2400.0,1,True,0,0,0,1,0,35.5,U,0
5409,0.21,1.45,12398199.0,26100,20700.0,37,True,1,2,2,67,0,9.0,L,1
3492,11.7,19.42,3286399.0,950,1300.0,3,True,0,0,0,3,0,24.0,U,0
6613,0.82,1.65,4428295.0,16800,9700.0,29,True,0,2,4,59,0,2.5,U,0
5836,2.32,3.15,4346929.0,17600,10500.0,36,True,0,0,2,46,0,3.0,L,1
1506,27.15,29.52,12459284.0,410,270.0,0,False,0,0,0,0,0,5.0,U,0
6000,2.78,3.49,3723497.0,12500,8200.0,10,True,1,2,2,40,0,5.0,U,0
5221,10.55,11.37,3715801.0,20000,11600.0,29,True,3,0,3,74,1,3.0,L,1
6586,0.2,1.65,4428306.0,10100,5900.0,45,True,1,0,3,70,0,2.5,L,1
1000,926.38,927.09,3286166.0,4700,5100.0,1,True,0,0,0,1,0,18.0,U,0
4763,43.42,53.34,3287059.0,2200,2000.0,19,True,6,2,4,109,1,12.5,U,0
6592,2.0,2.71,3287976.0,26600,15400.0,64,True,2,4,4,124,1,2.5,U,0
4603,2.52,2.95,4695810.0,17800,10400.0,13,True,0,0,2,23,0,3.0,U,0
4793,31.5,32.36,3287085.0,12000,9300.0,15,True,0,0,2,25,0,8.5,U,0
24016,0.0,0.18,3288475.0,2500,1700.0,0,False,0,0,0,0,0,5.0,U,0
7200,6.95,7.64,7843468.0,48100,31200.0,82,True,2,3,2,127,1,4.5,L,1
6300,0.0,1.25,5156364.0,1900,1200.0,0,False,0,0,0,0,0,4.5,U,0
5215,0.0,0.46,3287213.0,17800,10600.0,64,True,1,1,3,94,1,3.5,L,1
58017,0.73,2.48,12949095.0,3500,3800.0,8,True,0,0,0,8,0,17.0,U,0
5824,0.4,0.46,12888005.0,9500,5500.0,6,True,0,1,2,21,0,2.5,U,0
6012,6.47,8.3,3287643.0,22000,14000.0,113,True,2,8,9,218,1,4.5,U,0
4141,1.01,2.49,3286619.0,5100,2900.0,6,True,1,1,0,21,0,2.0,U,0
5201,5.63,6.37,3287189.0,10500,6300.0,24,True,0,1,1,34,0,3.5,U,0
6580,0.42,0.52,4749894.0,11800,7000.0,6,True,0,0,0,6,0,3.0,L,1
64001,0.15,0.19,13441006.0,5800,3700.0,0,False,0,0,0,0,0,4.5,L,1
7200,51.68,55.66,9079345.0,11800,14800.0,15,True,2,0,1,40,0,22.0,L,1
4489,14.57,17.06,3286791.0,7800,4900.0,37,True,2,1,4,82,1,4.0,U,0
4240,32.3,35.23,3286636.0,2100,2100.0,8,True,1,0,0,18,0,15.0,U,0
6202,0.0,0.54,7186759.0,1400,1700.0,16,True,0,0,0,16,0,21.5,U,0
6232,0.0,0.37,11414485.0,7800,5000.0,24,True,1,1,1,44,0,4.5,U,0
7200,161.92,164.97,3288190.0,3400,5500.0,4,True,1,0,0,14,0,32.5,U,0
4018,0.31,1.47,3286580.0,360,300.0,0,False,0,0,0,0,0,10.0,U,0
4366,10.19,11.47,3286663.0,1700,1600.0,0,False,0,0,0,0,0,13.0,U,0
6221,0.0,0.33,3287868.0,3100,2500.0,32,True,1,0,1,47,0,9.5,U,0
5406,7.51,8.36,6382709.0,36700,28600.0,24,True,0,0,0,24,0,8.5,L,1
7387,9.17,20.08,3288229.0,800,1500.0,2,True,0,0,0,2,0,42.5,U,0
4500,26.02,29.11,12623783.0,20800,22100.0,6,True,1,1,0,21,0,17.0,L,1
4243,26.71,34.96,3286645.0,2000,2000.0,7,True,1,0,1,22,0,14.5,U,0
6206,0.55,1.43,7197937.0,40900,26700.0,31,True,1,0,2,51,0,5.0,L,1
8492,26.92,30.2,6387027.0,650,700.0,2,True,0,0,0,2,0,17.0,U,0
2200,0.0,63.52,3286198.0,490,600.0,5,True,0,0,0,5,0,20.5,U,0
3400,371.16,379.82,3286383.0,1800,1900.0,10,True,1,1,0,25,0,16.0,U,0
8667,0.0,3.54,3288429.0,700,700.0,1,True,0,0,0,1,0,15.5,U,0
6794,0.0,0.43,12506834.0,7200,6200.0,20,True,1,0,0,30,0,11.0,U,0
2011,0.81,1.62,3286197.0,1800,1600.0,7,True,0,0,0,7,0,12.0,U,0
8829,12.59,16.81,3288450.0,1300,1800.0,2,True,0,0,0,2,0,26.0,U,0
7018,15.72,19.1,3288102.0,7300,4500.0,14,True,0,1,1,24,0,4.0,U,0
7100,84.21,94.08,3288109.0,650,950.0,1,True,0,0,0,1,0,27.5,U,0
6124,1.67,1.88,13146983.0,8700,4600.0,13,True,1,0,4,43,0,1.5,U,0
5215,1.04,2.21,4427906.0,11000,7100.0,18,True,0,0,3,33,0,4.5,U,0
2430,0.55,0.78,3286248.0,11300,6200.0,13,True,1,0,2,33,0,2.0,U,0
5824,1.44,2.1,3287509.0,27900,16400.0,35,True,4,2,5,110,1,3.0,L,1
6860,0.57,0.65,7402204.0,16400,9500.0,5,True,0,0,1,10,0,2.5,L,1
4141,6.43,9.0,3286620.0,11100,11000.0,19,True,4,1,2,74,1,14.5,U,0
5201,0.0,1.3,3287184.0,35400,21100.0,140,True,5,1,11,250,1,3.0,L,1
5815,1.68,2.06,7688903.0,10800,7200.0,15,True,2,1,3,55,0,5.0,L,1
7200,7.64,9.98,3288136.0,46700,29300.0,197,True,7,6,6,327,1,4.0,L,1
6000,4.34,5.0,4750452.0,2700,2100.0,6,True,0,0,0,6,0,9.0,U,0
4141,22.81,27.91,3286624.0,3300,3500.0,3,True,0,0,0,3,0,16.5,U,0
5300,4.32,6.81,11264351.0,23000,24200.0,15,True,0,0,0,15,0,16.5,L,1
6592,3.96,4.36,3287978.0,25200,14700.0,35,True,3,2,2,85,1,3.0,L,1
5654,3.91,4.87,3287465.0,8500,6200.0,41,True,0,0,3,56,0,7.0,U,0
6120,0.38,0.55,11240750.0,7600,4300.0,29,True,5,0,10,129,1,2.0,U,0
2800,13.61,82.04,6378894.0,33,48.0,3,True,1,0,0,13,0,27.5,U,0
5803,0.0,1.01,3287482.0,2000,2000.0,6,True,1,0,2,26,0,14.5,U,0
8832,15.67,22.74,3288457.0,2400,2400.0,5,True,0,0,0,5,0,16.0,U,0
1503,13.4,85.19,7304667.0,500,700.0,8,True,2,0,0,28,0,26.0,U,0
4783,0.0,0.34,3287074.0,1300,1100.0,0,False,0,0,0,0,0,10.0,U,0
4156,0.47,0.65,3286629.0,1500,900.0,0,False,0,0,0,0,0,3.5,U,0
5221,3.43,3.8,3287261.0,50900,30000.0,125,True,4,3,6,210,1,3.0,L,1
6580,5.33,6.97,3287957.0,29000,18000.0,296,True,13,4,23,561,1,4.0,L,1
4606,5.02,7.25,4695806.0,5300,3300.0,16,True,0,2,2,36,0,4.0,U,0
4880,1.38,15.69,6401293.0,600,600.0,1,True,1,0,0,11,0,14.0,U,0
16021,0.0,98.51,6234678.0,39,60.0,10,True,5,2,2,80,1,31.0,U,0
4601,0.96,3.25,3286926.0,24600,14100.0,39,True,1,0,3,64,0,2.5,L,1
4883,0.0,5.72,3287097.0,1300,1400.0,4,True,1,0,0,14,0,17.5,U,0
20011,9.77,10.51,12878057.0,6,6.0,0,False,0,0,0,0,0,16.5,U,0
4607,0.0,0.6,3286937.0,2500,1500.0,7,True,1,1,1,27,0,3.0,U,0
22018,0.0,123.31,7686024.0,3,2.0,2,True,0,0,0,2,0,0.0,U,0
6170,0.79,0.96,11240734.0,24800,15300.0,40,True,0,0,6,70,0,4.0,U,0
7200,13.66,15.64,3288147.0,59400,35600.0,222,True,13,7,9,432,1,3.5,L,1
4489,17.87,18.47,6382231.0,5500,3500.0,9,True,1,1,1,29,0,4.0,U,0
6180,2.04,3.1,4322606.0,28400,18400.0,109,True,2,1,10,184,1,4.5,U,0
56024,1.46,1.78,12861766.0,8700,10300.0,6,True,0,0,0,6,0,20.5,U,0
7500,51.06,69.67,4745983.0,480,650.0,6,True,0,0,0,6,0,25.0,U,0
4500,8.54,8.98,6417542.0,55800,51100.0,21,True,0,0,0,21,0,12.5,L,1
6203,35.11,36.29,3287832.0,19700,11600.0,49,True,1,8,5,124,1,3.0,L,1
6205,1.2,1.45,12313301.0,14400,13600.0,9,True,0,1,0,14,0,13.0,U,0
